"","simLabel","scenario","mp","species","stock","projObsErrMult","nGoodReps","medProbPDH_sp","pGoodReps","pBtGt.3B0","pBtGt.5B0","pBtGt.6B0","pCtGt650t","pUtGt.1HR","avgUtGt0.1HR","nYrsSOK","avgLicSOK","avgSOK_t","avgPonded_t","pondAAV","nYrsComm","avgCatch_t","catchAAV","pBtGtHistSB","pBtGt.5HistSB","growthRate6yrs","growthRate11yrs","growthRate16yrs","B0","BtMP","DtMP","BhistT","DhistT","BnT","DnT"
"621","sim_parBatHGherringGrid239","a1M1.64_sr0.67_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.156,0.053,0.032,NA,0,NA,3,1,7.3,105.4,100,0,0,0,0.017,0.114,0.05,0.052,0.063,10.379,1.309,0.122,1.089,0.103,2.371,0.223
"622","sim_parBatHGherringGrid239","a1M1.64_sr0.67_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.079,0.014,0.006,NA,0,NA,6,7.9,57.1,828.6,100,0,0,0,0,0.025,-0.018,0.029,0.039,57.26,6.837,0.117,6.518,0.114,11.383,0.196
"623","sim_parBatHGherringGrid239","a1M1.64_sr0.67_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.521,0.277,0.208,NA,0,NA,8,1,7.3,106.5,76.1,0,0,0,0.102,0.302,0.047,0.044,0.03,5.48,2.228,0.384,1.783,0.309,2.421,0.417
"624","sim_parBatHGherringGrid239","a1M1.64_sr0.67_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.085,0.013,0.005,0,0,NA,13,4.6,33.5,490.6,76.4,0,0,0,0,0.019,0.011,0.042,0.038,73.119,10.374,0.14,9.39,0.128,16.175,0.219
"625","sim_parBatHGherringGrid24","a1M1.25_sr0.5_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.165,0.055,0.037,NA,0,NA,3,1,7.3,105.5,100.1,0,0,0,0.02,0.07,0.002,0.032,0.033,8.531,1.303,0.151,1.179,0.139,2.314,0.262
"626","sim_parBatHGherringGrid24","a1M1.25_sr0.5_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.115,0.021,0.009,NA,0,NA,5,7.7,55.6,809.7,102.9,0,0,0,0,0.007,-0.049,-0.007,0.013,42.865,6.039,0.145,6.129,0.147,7.863,0.184
"627","sim_parBatHGherringGrid24","a1M1.25_sr0.5_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.209,0.07,0.039,NA,0,NA,3,1,7.3,105.9,88.4,0,0,0,0.007,0.067,0.045,0.027,0.045,4.647,0.78,0.164,0.625,0.132,1.299,0.271
"628","sim_parBatHGherringGrid24","a1M1.25_sr0.5_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.103,0.017,0.006,0,0,NA,11,5.4,38.9,564,91.2,0,0,0,0,0.007,-0.01,0.012,0.025,56.042,8.122,0.147,7.932,0.144,11.476,0.205
"629","sim_parBatHGherringGrid240","a1M1.64_sr0.67_diffM_rw15_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.158,0.055,0.033,NA,0,NA,0,0,0,0,0,0,0,0,0.017,0.115,0.051,0.052,0.064,10.379,1.309,0.122,1.089,0.103,2.392,0.225
"630","sim_parBatHGherringGrid240","a1M1.64_sr0.67_diffM_rw15_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.086,0.017,0.008,NA,0,NA,0,0,0,0,0,0,0,0,0,0.029,-0.008,0.033,0.042,57.26,6.829,0.117,6.518,0.114,11.867,0.204
"631","sim_parBatHGherringGrid240","a1M1.64_sr0.67_diffM_rw15_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.525,0.282,0.211,NA,0,NA,0,0,0,0,0,0,0,0,0.103,0.305,0.047,0.045,0.032,5.48,2.228,0.384,1.783,0.309,2.447,0.422
"632","sim_parBatHGherringGrid240","a1M1.64_sr0.67_diffM_rw15_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.09,0.014,0.007,0,0,NA,0,0,0,0,0,0,0,0,0,0.021,0.014,0.044,0.04,73.119,10.366,0.14,9.39,0.128,16.706,0.227
"633","sim_parBatHGherringGrid241","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.513,0.296,0.237,NA,0.001,0.12,2,1,7.3,105.3,77.8,0,0,0,0.009,0.086,0.038,0.058,0.057,3.936,1.263,0.314,1.125,0.281,2.278,0.584
"634","sim_parBatHGherringGrid241","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.597,0.339,0.249,NA,0.045,0.13,5.5,6.2,45,652.1,100,0,0,0,0.002,0.024,-0.015,0.03,0.033,17.622,6.172,0.355,6.315,0.366,10.742,0.609
"635","sim_parBatHGherringGrid241","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.92,0.792,0.74,NA,0.005,0.12,6,1,7.3,106.4,95.6,0,0,0,0.095,0.328,0.049,0.028,0.028,1.838,2.383,1.304,1.948,1.069,2.255,1.231
"636","sim_parBatHGherringGrid241","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.759,0.419,0.303,0,0.009,0.12,11,4.2,30.1,438.5,86.7,0,0,0,0,0.021,0.016,0.033,0.035,23.396,9.818,0.424,9.388,0.408,15.275,0.652
"637","sim_parBatHGherringGrid242","a1Mmean_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.516,0.303,0.242,NA,0,NA,0,0,0,0,0,0,0,0,0.009,0.088,0.041,0.058,0.058,3.936,1.263,0.314,1.125,0.281,2.333,0.598
"638","sim_parBatHGherringGrid242","a1Mmean_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.581,0.301,0.213,NA,0.167,0.19,0,0,0,0,0,4,903.6,108.6,0.001,0.018,-0.02,0.024,0.029,17.622,6.044,0.348,6.315,0.366,9.945,0.565
"639","sim_parBatHGherringGrid242","a1Mmean_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.925,0.799,0.752,NA,0,NA,0,0,0,0,0,0,0,0,0.101,0.341,0.066,0.035,0.029,1.838,2.383,1.304,1.948,1.069,2.358,1.288
"640","sim_parBatHGherringGrid242","a1Mmean_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.755,0.404,0.277,0.18,0.102,0.15,0,0,0,0,0,4,903.6,108.6,0,0.016,0.016,0.029,0.033,23.396,9.69,0.419,9.388,0.408,14.637,0.626
"641","sim_parBatHGherringGrid243","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.513,0.296,0.237,NA,0.001,0.12,2,1,7.3,105.3,77.8,0,0,0,0.009,0.086,0.038,0.058,0.057,3.936,1.263,0.314,1.125,0.281,2.278,0.584
"642","sim_parBatHGherringGrid243","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.585,0.305,0.214,NA,0.13,0.18,5.5,6.2,44.9,650.6,100,1,830.5,100.6,0.001,0.019,-0.019,0.022,0.03,17.622,6.172,0.355,6.315,0.366,10.024,0.57
"643","sim_parBatHGherringGrid243","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.92,0.792,0.74,NA,0.005,0.12,6,1,7.3,106.4,95.6,0,0,0,0.095,0.328,0.049,0.028,0.028,1.838,2.383,1.304,1.948,1.069,2.255,1.231
"644","sim_parBatHGherringGrid243","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.751,0.402,0.271,0.1,0.077,0.16,11,4.1,30,437.9,86.1,1,830.5,100.6,0,0.016,0.015,0.029,0.033,23.396,9.818,0.424,9.388,0.408,14.557,0.622
"645","sim_parBatHGherringGrid244","a1Mmean_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.515,0.301,0.239,NA,0,NA,3.5,1,7.3,105.7,78.7,0,0,0,0.009,0.088,0.041,0.057,0.058,3.936,1.263,0.314,1.125,0.281,2.311,0.592
"646","sim_parBatHGherringGrid244","a1Mmean_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.614,0.365,0.27,NA,0,NA,6.5,7.6,55.4,812.1,100,0,0,0,0.003,0.029,-0.009,0.036,0.038,17.622,6.617,0.381,6.315,0.366,11.203,0.635
"647","sim_parBatHGherringGrid244","a1Mmean_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.923,0.797,0.751,NA,0,NA,8,1,7.3,106.5,81,0,0,0,0.1,0.339,0.065,0.035,0.029,1.838,2.383,1.304,1.948,1.069,2.333,1.274
"648","sim_parBatHGherringGrid244","a1Mmean_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.775,0.443,0.329,0,0,NA,13,5.1,36.8,537.4,81.1,0,0,0,0,0.024,0.02,0.037,0.037,23.396,10.263,0.444,9.388,0.408,15.847,0.677
"649","sim_parBatHGherringGrid245","a1Mmean_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.516,0.303,0.242,NA,0,NA,0,0,0,0,0,0,0,0,0.009,0.088,0.041,0.058,0.058,3.936,1.263,0.314,1.125,0.281,2.333,0.598
"650","sim_parBatHGherringGrid245","a1Mmean_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.624,0.38,0.285,NA,0,NA,0,0,0,0,0,0,0,0,0.003,0.032,-0.002,0.04,0.041,17.622,6.608,0.381,6.315,0.366,11.567,0.656
"651","sim_parBatHGherringGrid245","a1Mmean_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.925,0.799,0.752,NA,0,NA,0,0,0,0,0,0,0,0,0.101,0.341,0.066,0.035,0.029,1.838,2.383,1.304,1.948,1.069,2.358,1.288
"652","sim_parBatHGherringGrid245","a1Mmean_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.789,0.455,0.337,0,0,NA,0,0,0,0,0,0,0,0,0.001,0.026,0.023,0.04,0.039,23.396,10.254,0.443,9.388,0.408,16.258,0.694
"653","sim_parBatHGherringGrid246","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.187,0.067,0.045,NA,0.002,0.11,1,1,7.3,104.2,64.2,0,0,0,0.009,0.062,0.01,0.021,0.044,7.095,1.147,0.163,0.959,0.134,1.738,0.237
"654","sim_parBatHGherringGrid246","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.125,0.048,0.027,NA,0.041,0.14,4,6.4,46.2,670.2,100,0,0,0,0,0.016,-0.074,-0.016,0.009,37.748,5.315,0.142,5.815,0.159,7.461,0.194
"655","sim_parBatHGherringGrid246","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.678,0.454,0.366,NA,0.01,0.12,5.5,1,7.3,106.4,100.7,0,0,0,0.112,0.274,0.07,0.044,0.034,3.594,2.034,0.539,1.614,0.426,2.26,0.61
"656","sim_parBatHGherringGrid246","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.175,0.039,0.017,0,0.012,0.13,11,3.1,22.8,334.6,88.8,0,0,0,0,0.012,0.001,0.012,0.013,48.438,8.496,0.178,8.389,0.177,11.46,0.235
"657","sim_parBatHGherringGrid247","a1M1.25_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.192,0.071,0.046,NA,0,NA,0,0,0,0,0,0,0,0,0.009,0.065,0.01,0.022,0.047,7.095,1.147,0.163,0.959,0.134,1.784,0.243
"658","sim_parBatHGherringGrid247","a1M1.25_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.106,0.029,0.017,NA,0.14,0.18,0,0,0,0,0,2,622.3,103.5,0,0.011,-0.075,-0.019,0.006,37.748,5.185,0.139,5.815,0.159,6.809,0.178
"659","sim_parBatHGherringGrid247","a1M1.25_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.696,0.475,0.389,NA,0,NA,0,0,0,0,0,0,0,0,0.118,0.29,0.075,0.047,0.038,3.594,2.034,0.539,1.614,0.426,2.37,0.64
"660","sim_parBatHGherringGrid247","a1M1.25_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.158,0.025,0.012,0.12,0.082,0.16,0,0,0,0,0,2,622.3,103.5,0,0.007,-0.004,0.011,0.015,48.438,8.366,0.175,8.389,0.177,10.963,0.225
"661","sim_parBatHGherringGrid248","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.187,0.067,0.045,NA,0.002,0.11,1,1,7.3,104.2,64.2,0,0,0,0.009,0.062,0.01,0.021,0.044,7.095,1.147,0.163,0.959,0.134,1.738,0.237
"662","sim_parBatHGherringGrid248","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.109,0.031,0.017,NA,0.101,0.18,4,6.1,44.5,649,100,0,0,0,0,0.011,-0.077,-0.021,0.007,37.748,5.315,0.142,5.815,0.159,6.848,0.179
"663","sim_parBatHGherringGrid248","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.678,0.454,0.366,NA,0.01,0.12,5.5,1,7.3,106.4,100.7,0,0,0,0.112,0.274,0.07,0.044,0.034,3.594,2.034,0.539,1.614,0.426,2.26,0.61
"664","sim_parBatHGherringGrid248","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.156,0.025,0.012,0.07,0.064,0.16,11,3.1,22.5,330.7,89.3,0,0,0,0,0.007,-0.003,0.009,0.013,48.438,8.496,0.178,8.389,0.177,10.847,0.223
"665","sim_parBatHGherringGrid249","a1M1.25_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.19,0.069,0.046,NA,0,NA,1.5,1,7.3,104.7,77,0,0,0,0.009,0.063,0.01,0.021,0.046,7.095,1.147,0.163,0.959,0.134,1.758,0.239
"666","sim_parBatHGherringGrid249","a1M1.25_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.142,0.052,0.029,NA,0,NA,4,8.3,60.3,876,100,0,0,0,0,0.02,-0.064,-0.013,0.012,37.748,5.76,0.155,5.815,0.159,7.774,0.202
"667","sim_parBatHGherringGrid249","a1M1.25_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.69,0.468,0.383,NA,0,NA,7,1,7.3,106.5,84.5,0,0,0,0.118,0.287,0.074,0.046,0.037,3.594,2.034,0.539,1.614,0.426,2.332,0.63
"668","sim_parBatHGherringGrid249","a1M1.25_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.183,0.042,0.019,0,0,NA,12,4,28.8,420.5,83.6,0,0,0,0,0.013,0.007,0.014,0.015,48.438,8.942,0.187,8.389,0.177,11.865,0.243
"669","sim_parBatHGherringGrid25","a1M1.25_sr0.5_identM_rw15_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.17,0.055,0.038,NA,0,NA,0,0,0,0,0,0,0,0,0.02,0.073,0.003,0.034,0.034,8.531,1.303,0.151,1.179,0.139,2.353,0.266
"670","sim_parBatHGherringGrid25","a1M1.25_sr0.5_identM_rw15_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.125,0.025,0.011,NA,0,NA,0,0,0,0,0,0,0,0,0.001,0.008,-0.026,-0.004,0.017,42.865,6.039,0.145,6.129,0.147,8.384,0.196
"671","sim_parBatHGherringGrid25","a1M1.25_sr0.5_identM_rw15_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.214,0.071,0.041,NA,0,NA,0,0,0,0,0,0,0,0,0.007,0.07,0.046,0.028,0.048,4.647,0.78,0.164,0.625,0.132,1.335,0.279
"672","sim_parBatHGherringGrid25","a1M1.25_sr0.5_identM_rw15_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.115,0.019,0.008,0,0,NA,0,0,0,0,0,0,0,0,0,0.007,0,0.017,0.03,56.042,8.122,0.147,7.932,0.144,12.073,0.216
"673","sim_parBatHGherringGrid250","a1M1.25_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.192,0.071,0.046,NA,0,NA,0,0,0,0,0,0,0,0,0.009,0.065,0.01,0.022,0.047,7.095,1.147,0.163,0.959,0.134,1.784,0.243
"674","sim_parBatHGherringGrid250","a1M1.25_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.156,0.057,0.031,NA,0,NA,0,0,0,0,0,0,0,0,0.001,0.023,-0.05,-0.009,0.016,37.748,5.75,0.154,5.815,0.159,8.225,0.213
"675","sim_parBatHGherringGrid250","a1M1.25_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.696,0.475,0.389,NA,0,NA,0,0,0,0,0,0,0,0,0.118,0.29,0.075,0.047,0.038,3.594,2.034,0.539,1.614,0.426,2.37,0.64
"676","sim_parBatHGherringGrid250","a1M1.25_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.2,0.045,0.021,0,0,NA,0,0,0,0,0,0,0,0,0,0.015,0.012,0.019,0.019,48.438,8.931,0.187,8.389,0.177,12.378,0.253
"677","sim_parBatHGherringGrid251","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.034,0.012,0.006,NA,0.001,0.17,0,0,0,0,0,0,0,0,0.016,0.055,-0.059,-0.03,-0.008,13.408,0.899,0.065,0.825,0.059,1.191,0.08
"678","sim_parBatHGherringGrid251","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.011,0.001,0,NA,0.05,0.14,2,6.9,49.8,717.4,100,0,0,0,0,0.003,-0.111,-0.046,-0.027,68.628,4.597,0.068,5.233,0.079,4.534,0.067
"679","sim_parBatHGherringGrid251","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.301,0.15,0.111,NA,0.007,0.12,3,1,7.3,106,88.4,0,0,0,0.069,0.236,0.049,0.052,0.04,6.192,1.406,0.217,1.083,0.167,1.992,0.312
"680","sim_parBatHGherringGrid251","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.007,0,0,0,0.018,0.12,8,3,21.4,312.6,100,0,0,0,0,0.001,-0.048,-0.007,-0.005,88.228,6.902,0.079,7.141,0.082,7.716,0.088
"681","sim_parBatHGherringGrid252","a1M1.64_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.036,0.013,0.007,NA,0,NA,0,0,0,0,0,0,0,0,0.019,0.057,-0.059,-0.029,-0.008,13.408,0.899,0.065,0.825,0.059,1.231,0.083
"682","sim_parBatHGherringGrid252","a1M1.64_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.007,0,0,NA,0.107,0.18,0,0,0,0,0,1,622.3,100,0,0.001,-0.113,-0.047,-0.029,68.628,4.465,0.066,5.233,0.079,4.226,0.063
"683","sim_parBatHGherringGrid252","a1M1.64_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.319,0.16,0.119,NA,0,NA,0,0,0,0,0,0,0,0,0.077,0.247,0.054,0.054,0.044,6.192,1.406,0.217,1.083,0.167,2.1,0.33
"684","sim_parBatHGherringGrid252","a1M1.64_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.003,0,0,0.07,0.07,0.14,0,0,0,0,0,1,622.3,100,0,0.001,-0.046,-0.008,-0.004,88.228,6.77,0.077,7.141,0.082,7.557,0.086
"685","sim_parBatHGherringGrid253","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.034,0.012,0.006,NA,0.001,0.17,0,0,0,0,0,0,0,0,0.016,0.055,-0.059,-0.03,-0.008,13.408,0.899,0.065,0.825,0.059,1.191,0.08
"686","sim_parBatHGherringGrid253","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.007,0,0,NA,0.08,0.16,2,6.9,49.8,716.4,100,0,0,0,0,0.001,-0.113,-0.046,-0.028,68.628,4.597,0.068,5.233,0.079,4.235,0.063
"687","sim_parBatHGherringGrid253","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.301,0.15,0.111,NA,0.007,0.12,3,1,7.3,106,88.4,0,0,0,0.069,0.236,0.049,0.052,0.04,6.192,1.406,0.217,1.083,0.167,1.992,0.312
"688","sim_parBatHGherringGrid253","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.003,0,0,0.03,0.046,0.14,8,3,21.4,312.6,100,0,0,0,0,0.001,-0.048,-0.011,-0.006,88.228,6.902,0.079,7.141,0.082,7.418,0.085
"689","sim_parBatHGherringGrid254","a1M1.64_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.035,0.013,0.007,NA,0,NA,0,0,0,0,0,0,0,0,0.017,0.056,-0.059,-0.03,-0.008,13.408,0.899,0.065,0.825,0.059,1.206,0.081
"690","sim_parBatHGherringGrid254","a1M1.64_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.014,0.001,0,NA,0,NA,2,8.4,60.7,883.6,100,0,0,0,0,0.003,-0.103,-0.043,-0.026,68.628,5.041,0.075,5.233,0.079,4.692,0.069
"691","sim_parBatHGherringGrid254","a1M1.64_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.315,0.158,0.115,NA,0,NA,5,1,7.3,106.2,89.7,0,0,0,0.074,0.244,0.054,0.053,0.043,6.192,1.406,0.217,1.083,0.167,2.059,0.323
"692","sim_parBatHGherringGrid254","a1M1.64_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.009,0,0,0,0,NA,10,3.5,25.2,366.7,100,0,0,0,0,0.003,-0.044,-0.007,-0.004,88.228,7.347,0.084,7.141,0.082,7.956,0.091
"693","sim_parBatHGherringGrid255","a1M1.64_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.036,0.013,0.007,NA,0,NA,0,0,0,0,0,0,0,0,0.019,0.057,-0.059,-0.029,-0.008,13.408,0.899,0.065,0.825,0.059,1.231,0.083
"694","sim_parBatHGherringGrid255","a1M1.64_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.016,0.003,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0.004,-0.094,-0.033,-0.019,68.628,5.034,0.075,5.233,0.079,5.084,0.075
"695","sim_parBatHGherringGrid255","a1M1.64_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.319,0.16,0.119,NA,0,NA,0,0,0,0,0,0,0,0,0.077,0.247,0.054,0.054,0.044,6.192,1.406,0.217,1.083,0.167,2.1,0.33
"696","sim_parBatHGherringGrid255","a1M1.64_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.01,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.003,-0.038,-0.001,0.001,88.228,7.339,0.084,7.141,0.082,8.414,0.096
"697","sim_parBatHGherringGrid256","a1Mmean_sr0.8_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.737,0.469,0.369,NA,0,NA,3,1,7.3,105.8,101.4,0,0,0,0.017,0.138,0.072,0.072,0.057,3.286,1.38,0.433,1.182,0.364,2.582,0.783
"698","sim_parBatHGherringGrid256","a1Mmean_sr0.8_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.797,0.517,0.411,NA,0.04,0.12,8,6.1,44,641.7,91.7,0,0,0,0,0.045,0.04,0.061,0.049,16.077,7.106,0.452,6.954,0.443,12.628,0.783
"699","sim_parBatHGherringGrid256","a1Mmean_sr0.8_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.975,0.877,0.809,NA,0.008,0.11,6,1,7.3,106.2,101.2,0,0,0,0.065,0.334,0.023,0.004,0.007,1.555,2.138,1.348,1.781,1.137,1.985,1.248
"700","sim_parBatHGherringGrid256","a1Mmean_sr0.8_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.914,0.638,0.499,0,0.005,0.11,12,5.1,37,540.4,76.7,0,0,0,0,0.036,0.05,0.052,0.043,20.918,10.623,0.514,9.917,0.479,17.195,0.821
"701","sim_parBatHGherringGrid257","a1Mmean_sr0.8_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.742,0.477,0.375,NA,0,NA,0,0,0,0,0,0,0,0,0.019,0.142,0.075,0.074,0.059,3.286,1.38,0.433,1.182,0.364,2.632,0.797
"702","sim_parBatHGherringGrid257","a1Mmean_sr0.8_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.781,0.485,0.369,NA,0.207,0.18,0,0,0,0,0,6,1140.3,116.7,0,0.029,0.04,0.054,0.044,16.077,6.978,0.444,6.954,0.443,11.714,0.727
