"","simLabel","scenario","mp","species","stock","projObsErrMult","nGoodReps","medProbPDH_sp","pGoodReps","pBtGt.3B0","pBtGt.5B0","pBtGt.6B0","pBtGtB0","pCtGt650t","pUtGt.1HR","avgUtGt0.1HR","nYrsSOK","avgLicSOK","avgSOK_t","avgPonded_t","pondAAV","nYrsComm","avgCatch_t","catchAAV","pBtGtHistSB","pBtGt.5HistSB","growthRate6yrs","growthRate11yrs","growthRate16yrs","B0","B7585","BtMP","DtMP","BhistT","DhistT","BnT","DnT"
"626","sim_parBatHGHerringGrid_Nov3_24","a1M1.25_sr0.5_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.114,0.021,0.013,0.005,NA,0.027,0.12,1,6,43.2,628.1,100,0,0,0,0.003,0.015,-0.018,0.006,0.014,43.411,56.894,6.289,0.145,6.224,0.145,8.954,0.204
"627","sim_parBatHGHerringGrid_Nov3_24","a1M1.25_sr0.5_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.205,0.059,0.037,0.006,NA,0.032,0.12,1,1,7.3,105.3,100.6,0,0,0,0.014,0.065,0.048,0.028,0.051,4.613,5.083,0.749,0.163,0.601,0.131,1.402,0.293
"628","sim_parBatHGHerringGrid_Nov3_24","a1M1.25_sr0.5_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.103,0.019,0.01,0.003,0,0.011,0.14,5,2.5,17.9,261.4,120.9,0,0,0,0.002,0.011,-0.004,0.019,0.023,56.438,70.929,8.595,0.152,8.144,0.144,12.588,0.22
"629","sim_parBatHGHerringGrid_Nov3_240","a1M1.64_sr0.67_diffM_rw15_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.136,0.033,0.018,0.003,NA,0,NA,0,0,0,0,0,0,0,0,0.012,0.097,0.052,0.05,0.051,10.552,8.827,1.375,0.123,1.128,0.101,2.218,0.201
"630","sim_parBatHGHerringGrid_Nov3_240","a1M1.64_sr0.67_diffM_rw15_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.113,0.017,0.006,0,NA,0,NA,0,0,0,0,0,0,0,0,0.001,0.039,-0.004,0.038,0.037,56.33,53.009,6.672,0.12,6.379,0.116,11.953,0.207
"631","sim_parBatHGHerringGrid_Nov3_240","a1M1.64_sr0.67_diffM_rw15_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.56,0.306,0.227,0.065,NA,0,NA,0,0,0,0,0,0,0,0,0.089,0.305,0.049,0.045,0.032,5.56,6.088,2.375,0.416,1.867,0.322,2.576,0.452
"632","sim_parBatHGHerringGrid_Nov3_240","a1M1.64_sr0.67_diffM_rw15_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.123,0.012,0.003,0,0,0,NA,0,0,0,0,0,0,0,0,0.001,0.022,0.033,0.039,0.036,72.442,67.923,10.422,0.145,9.375,0.131,16.748,0.228
"633","sim_parBatHGHerringGrid_Nov3_241","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.478,0.277,0.215,0.079,NA,0.001,0.1,0.5,0.5,3.6,52,8.9,0,0,0,0.012,0.079,0.045,0.044,0.052,3.898,8.465,1.173,0.305,0.999,0.261,2.225,0.569
"634","sim_parBatHGHerringGrid_Nov3_241","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.649,0.358,0.266,0.085,NA,0.012,0.12,1.5,3.3,24.3,355.2,100,0,0,0,0,0.022,-0.011,0.033,0.035,17.878,55.773,6.595,0.373,6.474,0.364,11.467,0.635
"635","sim_parBatHGHerringGrid_Nov3_241","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.933,0.8,0.739,0.513,NA,0.006,0.11,4,1,7.3,106,101.2,0,0,0,0.088,0.323,0.053,0.026,0.019,1.849,5.434,2.292,1.299,1.776,1.007,2.441,1.361
"636","sim_parBatHGHerringGrid_Nov3_241","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.785,0.438,0.314,0.075,0,0.003,0.11,7,2,14.5,212.7,113.4,0,0,0,0,0.018,0.027,0.04,0.038,23.624,69.672,10.06,0.431,9.249,0.392,16.134,0.681
"637","sim_parBatHGHerringGrid_Nov3_242","a1Mmean_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.479,0.278,0.216,0.083,NA,0,NA,0,0,0,0,0,0,0,0,0.012,0.081,0.045,0.046,0.052,3.898,8.465,1.173,0.305,0.999,0.261,2.248,0.575
"638","sim_parBatHGHerringGrid_Nov3_242","a1Mmean_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.645,0.348,0.251,0.068,NA,0.048,0.19,0,0,0,0,0,1,456,101,0,0.02,-0.012,0.031,0.034,17.878,55.773,6.595,0.373,6.474,0.364,10.969,0.61
"639","sim_parBatHGHerringGrid_Nov3_242","a1Mmean_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.933,0.807,0.747,0.527,NA,0,NA,0,0,0,0,0,0,0,0,0.092,0.335,0.058,0.027,0.021,1.849,5.434,2.292,1.299,1.776,1.007,2.506,1.398
"640","sim_parBatHGHerringGrid_Nov3_242","a1Mmean_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.785,0.436,0.304,0.069,0.08,0.037,0.17,0,0,0,0,0,1,456,101,0,0.015,0.023,0.039,0.038,23.624,69.672,10.06,0.431,9.249,0.392,15.723,0.665
"641","sim_parBatHGHerringGrid_Nov3_243","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.478,0.277,0.215,0.079,NA,0.001,0.1,0.5,0.5,3.6,52,8.9,0,0,0,0.012,0.079,0.045,0.044,0.052,3.898,8.465,1.173,0.305,0.999,0.261,2.225,0.569
"642","sim_parBatHGHerringGrid_Nov3_243","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.645,0.349,0.253,0.069,NA,0.051,0.19,1.5,3.3,24.1,352.9,101.7,0,0,0,0,0.02,-0.013,0.032,0.033,17.878,55.773,6.595,0.373,6.474,0.364,11.01,0.612
"643","sim_parBatHGHerringGrid_Nov3_243","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.933,0.8,0.739,0.513,NA,0.006,0.11,4,1,7.3,106,101.2,0,0,0,0.088,0.323,0.053,0.026,0.019,1.849,5.434,2.292,1.299,1.776,1.007,2.441,1.361
"644","sim_parBatHGHerringGrid_Nov3_243","a1Mmean_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.782,0.432,0.305,0.069,0.05,0.041,0.17,6,2,14.5,211.4,113.4,0,0,0,0,0.015,0.022,0.038,0.038,23.624,69.672,10.06,0.431,9.249,0.392,15.677,0.663
"645","sim_parBatHGHerringGrid_Nov3_244","a1Mmean_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.479,0.278,0.215,0.081,NA,0.004,0.12,1,1,7.3,104.4,74.6,0,0,0,0.012,0.081,0.045,0.045,0.052,3.898,8.465,1.173,0.305,0.999,0.261,2.239,0.573
"646","sim_parBatHGHerringGrid_Nov3_244","a1Mmean_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.652,0.362,0.274,0.089,NA,0.027,0.12,2,6.2,45.1,656.4,105,0,0,0,0.001,0.025,-0.011,0.036,0.036,17.878,55.773,6.595,0.373,6.474,0.364,11.682,0.646
"647","sim_parBatHGHerringGrid_Nov3_244","a1Mmean_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.933,0.806,0.746,0.523,NA,0.017,0.12,6,1,7.3,106.4,101.9,0,0,0,0.091,0.333,0.058,0.026,0.021,1.849,5.434,2.292,1.299,1.776,1.007,2.492,1.39
"648","sim_parBatHGHerringGrid_Nov3_244","a1Mmean_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.788,0.446,0.322,0.081,0,0.006,0.11,8,2.7,19.9,289.3,109.1,0,0,0,0,0.019,0.028,0.041,0.038,23.624,69.672,10.06,0.431,9.249,0.392,16.413,0.692
"649","sim_parBatHGHerringGrid_Nov3_245","a1Mmean_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.479,0.278,0.216,0.083,NA,0,NA,0,0,0,0,0,0,0,0,0.012,0.081,0.045,0.046,0.052,3.898,8.465,1.173,0.305,0.999,0.261,2.248,0.575
"650","sim_parBatHGHerringGrid_Nov3_245","a1Mmean_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.653,0.364,0.276,0.092,NA,0,NA,0,0,0,0,0,0,0,0,0.001,0.027,-0.011,0.036,0.036,17.878,55.773,6.595,0.373,6.474,0.364,11.776,0.652
"651","sim_parBatHGHerringGrid_Nov3_245","a1Mmean_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.933,0.807,0.747,0.527,NA,0,NA,0,0,0,0,0,0,0,0,0.092,0.335,0.058,0.027,0.021,1.849,5.434,2.292,1.299,1.776,1.007,2.506,1.398
"652","sim_parBatHGHerringGrid_Nov3_245","a1Mmean_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.789,0.449,0.324,0.083,0,0,NA,0,0,0,0,0,0,0,0,0,0.019,0.028,0.041,0.039,23.624,69.672,10.06,0.431,9.249,0.392,16.53,0.697
"653","sim_parBatHGHerringGrid_Nov3_246","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.217,0.092,0.065,0.013,NA,0.001,0.11,0,0,0,0,0,0,0,0,0.015,0.079,0.015,0.034,0.036,7.136,8.776,1.461,0.188,1.203,0.157,2.041,0.269
"654","sim_parBatHGHerringGrid_Nov3_246","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.161,0.043,0.03,0.003,NA,0.015,0.11,0,0,0,0,0,0,0,0,0.007,0.032,-0.049,-0.006,0.019,39.523,57.667,5.943,0.154,5.864,0.156,8.884,0.221
"655","sim_parBatHGHerringGrid_Nov3_246","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.697,0.48,0.388,0.183,NA,0.009,0.12,4,1,7.3,106.2,88.1,0,0,0,0.089,0.308,0.065,0.043,0.043,3.773,6.066,2.118,0.52,1.751,0.418,2.598,0.649
"656","sim_parBatHGHerringGrid_Nov3_246","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.222,0.047,0.024,0.001,0,0.005,0.11,7,1.2,8.6,126.1,110.3,0,0,0,0.002,0.027,-0.006,0.004,0.028,50.432,72.509,9.522,0.192,8.819,0.18,13.523,0.267
"657","sim_parBatHGHerringGrid_Nov3_247","a1M1.25_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.222,0.095,0.066,0.015,NA,0,NA,0,0,0,0,0,0,0,0,0.016,0.083,0.018,0.034,0.038,7.136,8.776,1.461,0.188,1.203,0.157,2.072,0.273
"658","sim_parBatHGHerringGrid_Nov3_247","a1M1.25_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.151,0.037,0.02,0.001,NA,0.037,0.18,0,0,0,0,0,0,0,0,0.002,0.027,-0.049,-0.006,0.014,39.523,57.667,5.943,0.154,5.864,0.156,8.358,0.211
"659","sim_parBatHGHerringGrid_Nov3_247","a1M1.25_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.7,0.491,0.401,0.192,NA,0,NA,0,0,0,0,0,0,0,0,0.095,0.315,0.068,0.043,0.046,3.773,6.066,2.118,0.52,1.751,0.418,2.682,0.67
"660","sim_parBatHGHerringGrid_Nov3_247","a1M1.25_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.215,0.037,0.015,0.001,0.06,0.029,0.16,0,0,0,0,0,0,0,0,0.001,0.022,-0.002,0.005,0.029,50.432,72.509,9.522,0.192,8.819,0.18,13.112,0.261
"661","sim_parBatHGHerringGrid_Nov3_248","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.217,0.092,0.065,0.013,NA,0.001,0.11,0,0,0,0,0,0,0,0,0.015,0.079,0.015,0.034,0.036,7.136,8.776,1.461,0.188,1.203,0.157,2.041,0.269
"662","sim_parBatHGHerringGrid_Nov3_248","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.153,0.037,0.02,0.001,NA,0.042,0.16,0,0,0,0,0,0,0,0,0.002,0.027,-0.049,-0.006,0.015,39.523,57.667,5.943,0.154,5.864,0.156,8.392,0.212
"663","sim_parBatHGHerringGrid_Nov3_248","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.697,0.48,0.388,0.183,NA,0.009,0.12,4,1,7.3,106.2,88.1,0,0,0,0.089,0.308,0.065,0.043,0.043,3.773,6.066,2.118,0.52,1.751,0.418,2.598,0.649
"664","sim_parBatHGHerringGrid_Nov3_248","a1M1.25_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.213,0.037,0.015,0.001,0.04,0.031,0.17,7,1.2,8.6,126.1,110.3,0,0,0,0.001,0.021,-0.006,0.004,0.028,50.432,72.509,9.522,0.192,8.819,0.18,13.031,0.259
"665","sim_parBatHGHerringGrid_Nov3_249","a1M1.25_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.22,0.093,0.065,0.014,NA,0.003,0.11,0.5,0.5,3.6,52.1,12.4,0,0,0,0.016,0.082,0.016,0.034,0.037,7.136,8.776,1.461,0.188,1.203,0.157,2.056,0.271
"666","sim_parBatHGHerringGrid_Nov3_249","a1M1.25_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.167,0.048,0.032,0.003,NA,0.022,0.14,1,1.8,13.2,193.1,84.7,0,0,0,0.008,0.033,-0.049,-0.006,0.02,39.523,57.667,5.943,0.154,5.864,0.156,9.042,0.225
"667","sim_parBatHGHerringGrid_Nov3_249","a1M1.25_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.7,0.487,0.397,0.19,NA,0.018,0.12,6,1,7.3,106.4,100.4,0,0,0,0.094,0.313,0.068,0.043,0.045,3.773,6.066,2.118,0.52,1.751,0.418,2.659,0.664
"668","sim_parBatHGHerringGrid_Nov3_249","a1M1.25_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.223,0.048,0.024,0.001,0,0.007,0.12,8,1.4,10.1,146.8,109.6,0,0,0,0.002,0.027,-0.003,0.006,0.03,50.432,72.509,9.522,0.192,8.819,0.18,13.757,0.272
"669","sim_parBatHGHerringGrid_Nov3_25","a1M1.25_sr0.5_identM_rw15_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.189,0.082,0.052,0.006,NA,0,NA,0,0,0,0,0,0,0,0,0.015,0.108,0.012,0.03,0.035,8.415,8.952,1.558,0.173,1.318,0.149,2.249,0.252
"670","sim_parBatHGHerringGrid_Nov3_25","a1M1.25_sr0.5_identM_rw15_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.116,0.025,0.014,0.005,NA,0,NA,0,0,0,0,0,0,0,0,0.003,0.015,-0.018,0.007,0.015,43.411,56.894,6.289,0.145,6.224,0.145,9.085,0.207
"671","sim_parBatHGHerringGrid_Nov3_25","a1M1.25_sr0.5_identM_rw15_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.207,0.061,0.039,0.007,NA,0,NA,0,0,0,0,0,0,0,0,0.014,0.066,0.048,0.029,0.051,4.613,5.083,0.749,0.163,0.601,0.131,1.42,0.296
"672","sim_parBatHGHerringGrid_Nov3_25","a1M1.25_sr0.5_identM_rw15_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.107,0.02,0.011,0.003,0,0,NA,0,0,0,0,0,0,0,0,0.002,0.012,-0.004,0.02,0.024,56.438,70.929,8.595,0.152,8.144,0.144,12.754,0.223
"673","sim_parBatHGHerringGrid_Nov3_250","a1M1.25_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.222,0.095,0.066,0.015,NA,0,NA,0,0,0,0,0,0,0,0,0.016,0.083,0.018,0.034,0.038,7.136,8.776,1.461,0.188,1.203,0.157,2.072,0.273
"674","sim_parBatHGHerringGrid_Nov3_250","a1M1.25_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.169,0.049,0.033,0.004,NA,0,NA,0,0,0,0,0,0,0,0,0.008,0.035,-0.049,-0.006,0.021,39.523,57.667,5.943,0.154,5.864,0.156,9.139,0.228
"675","sim_parBatHGHerringGrid_Nov3_250","a1M1.25_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.7,0.491,0.401,0.192,NA,0,NA,0,0,0,0,0,0,0,0,0.095,0.315,0.068,0.043,0.046,3.773,6.066,2.118,0.52,1.751,0.418,2.682,0.67
"676","sim_parBatHGHerringGrid_Nov3_250","a1M1.25_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.227,0.051,0.025,0.001,0,0,NA,0,0,0,0,0,0,0,0,0.002,0.028,-0.002,0.007,0.03,50.432,72.509,9.522,0.192,8.819,0.18,13.893,0.275
"677","sim_parBatHGHerringGrid_Nov3_251","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.03,0.004,0.003,0,NA,0.001,0.1,0,0,0,0,0,0,0,0,0.011,0.058,-0.034,-0.024,0.002,13.946,8.241,0.866,0.06,0.899,0.059,1.228,0.083
"678","sim_parBatHGHerringGrid_Nov3_251","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.022,0.004,0.001,0,NA,0.009,0.12,0,0,0,0,0,0,0,0,0,0.005,-0.093,-0.059,-0.024,67.852,56.172,5.048,0.075,5.341,0.081,4.846,0.071
"679","sim_parBatHGHerringGrid_Nov3_251","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.31,0.128,0.083,0.017,NA,0.005,0.12,2,1,7.3,105.7,94.4,0,0,0,0.058,0.215,0.056,0.044,0.044,6.124,5.101,1.253,0.196,1.014,0.157,1.919,0.298
"680","sim_parBatHGHerringGrid_Nov3_251","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.013,0.001,0,0,0,0.006,0.11,4,1,7.3,107.3,124.2,0,0,0,0,0.003,-0.042,-0.016,0,87.922,69.514,7.166,0.083,7.255,0.085,7.993,0.092
"681","sim_parBatHGHerringGrid_Nov3_252","a1M1.64_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.032,0.004,0.003,0,NA,0,NA,0,0,0,0,0,0,0,0,0.012,0.061,-0.034,-0.024,0.002,13.946,8.241,0.866,0.06,0.899,0.059,1.247,0.084
"682","sim_parBatHGHerringGrid_Nov3_252","a1M1.64_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.017,0.003,0,0,NA,0.02,0.2,0,0,0,0,0,0,0,0,0,0.003,-0.093,-0.057,-0.025,67.852,56.172,5.048,0.075,5.341,0.081,4.735,0.069
"683","sim_parBatHGHerringGrid_Nov3_252","a1M1.64_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.321,0.136,0.089,0.019,NA,0,NA,0,0,0,0,0,0,0,0,0.062,0.224,0.056,0.05,0.046,6.124,5.101,1.253,0.196,1.014,0.157,1.993,0.309
"684","sim_parBatHGHerringGrid_Nov3_252","a1M1.64_sr0.5_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.011,0,0,0,0.03,0.018,0.17,0,0,0,0,0,0,0,0,0,0.002,-0.046,-0.014,0,87.922,69.514,7.166,0.083,7.255,0.085,7.974,0.092
"685","sim_parBatHGHerringGrid_Nov3_253","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.03,0.004,0.003,0,NA,0.001,0.1,0,0,0,0,0,0,0,0,0.011,0.058,-0.034,-0.024,0.002,13.946,8.241,0.866,0.06,0.899,0.059,1.228,0.083
"686","sim_parBatHGHerringGrid_Nov3_253","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.017,0.003,0,0,NA,0.02,0.21,0,0,0,0,0,0,0,0,0,0.003,-0.093,-0.059,-0.026,67.852,56.172,5.048,0.075,5.341,0.081,4.729,0.069
"687","sim_parBatHGHerringGrid_Nov3_253","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.31,0.128,0.083,0.017,NA,0.005,0.12,2,1,7.3,105.7,94.4,0,0,0,0.058,0.215,0.056,0.044,0.044,6.124,5.101,1.253,0.196,1.014,0.157,1.919,0.298
"688","sim_parBatHGHerringGrid_Nov3_253","a1M1.64_sr0.5_diffM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.011,0,0,0,0.01,0.019,0.16,4,1,7.3,107.3,123.7,0,0,0,0,0.002,-0.046,-0.016,-0.001,87.922,69.514,7.166,0.083,7.255,0.085,7.876,0.091
"689","sim_parBatHGHerringGrid_Nov3_254","a1M1.64_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.031,0.004,0.003,0,NA,0.001,0.11,0,0,0,0,0,0,0,0,0.011,0.059,-0.034,-0.024,0.002,13.946,8.241,0.866,0.06,0.899,0.059,1.237,0.084
"690","sim_parBatHGHerringGrid_Nov3_254","a1M1.64_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.023,0.004,0.001,0,NA,0.021,0.13,0,0,0,0,0,0,0,0,0,0.005,-0.093,-0.06,-0.024,67.852,56.172,5.048,0.075,5.341,0.081,4.917,0.072
"691","sim_parBatHGHerringGrid_Nov3_254","a1M1.64_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.315,0.133,0.088,0.017,NA,0.017,0.12,3,1,7.3,105.9,88.8,0,0,0,0.061,0.221,0.056,0.05,0.045,6.124,5.101,1.253,0.196,1.014,0.157,1.963,0.304
"692","sim_parBatHGHerringGrid_Nov3_254","a1M1.64_sr0.5_diffM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.015,0.001,0,0,0,0.015,0.12,5,1.1,8,116,121.4,0,0,0,0,0.003,-0.044,-0.015,0.001,87.922,69.514,7.166,0.083,7.255,0.085,8.117,0.093
"693","sim_parBatHGHerringGrid_Nov3_255","a1M1.64_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.032,0.004,0.003,0,NA,0,NA,0,0,0,0,0,0,0,0,0.012,0.061,-0.034,-0.024,0.002,13.946,8.241,0.866,0.06,0.899,0.059,1.247,0.084
"694","sim_parBatHGHerringGrid_Nov3_255","a1M1.64_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.023,0.004,0.001,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0.005,-0.093,-0.055,-0.023,67.852,56.172,5.048,0.075,5.341,0.081,5.008,0.073
"695","sim_parBatHGHerringGrid_Nov3_255","a1M1.64_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.321,0.136,0.089,0.019,NA,0,NA,0,0,0,0,0,0,0,0,0.062,0.224,0.056,0.05,0.046,6.124,5.101,1.253,0.196,1.014,0.157,1.993,0.309
"696","sim_parBatHGHerringGrid_Nov3_255","a1M1.64_sr0.5_diffM_rw15_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.015,0.001,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.003,-0.042,-0.013,0.002,87.922,69.514,7.166,0.083,7.255,0.085,8.248,0.095
"697","sim_parBatHGHerringGrid_Nov3_256","a1Mmean_sr0.8_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.735,0.463,0.368,0.139,NA,0.001,0.1,1,1,7.3,104.6,101.1,0,0,0,0.017,0.137,0.076,0.069,0.065,3.331,7.254,1.577,0.471,1.225,0.364,2.638,0.788
"698","sim_parBatHGHerringGrid_Nov3_256","a1Mmean_sr0.8_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.848,0.57,0.451,0.162,NA,0.013,0.12,3,5.6,40.5,588.9,130.5,0,0,0,0.003,0.053,0.045,0.059,0.045,15.843,47.389,8.033,0.504,7.268,0.451,13.195,0.837
"699","sim_parBatHGHerringGrid_Nov3_256","a1Mmean_sr0.8_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.975,0.885,0.819,0.527,NA,0.011,0.12,3.5,1,7.3,105.9,121,0,0,0,0.045,0.293,0.022,0.014,0.009,1.524,4.57,1.95,1.278,1.578,1.042,1.845,1.222
"700","sim_parBatHGHerringGrid_Nov3_256","a1Mmean_sr0.8_diffM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.938,0.671,0.527,0.14,0,0.002,0.1,7,3.3,23.9,347.4,127.4,0,0,0,0.001,0.045,0.04,0.057,0.044,20.698,59.213,11.56,0.557,10.072,0.482,17.678,0.856
"701","sim_parBatHGHerringGrid_Nov3_257","a1Mmean_sr0.8_diffM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.737,0.464,0.372,0.141,NA,0,NA,0,0,0,0,0,0,0,0,0.017,0.14,0.076,0.069,0.065,3.331,7.254,1.577,0.471,1.225,0.364,2.659,0.794
