"","simLabel","scenario","mp","species","stock","projObsErrMult","nGoodReps","medProbPDH_sp","pGoodReps","pBtGt.3B0","pBtGt.5B0","pBtGt.6B0","pBtGtB0","pCtGt650t","pUtGt.1HR","avgUtGt0.1HR","nYrsSOK","avgLicSOK","avgSOK_t","avgPonded_t","pondAAV","nYrsComm","avgCatch_t","catchAAV","pBtGtHistSB","pBtGt.5HistSB","growthRate6yrs","growthRate11yrs","growthRate16yrs","B0","B7585","BtMP","DtMP","BhistT","DhistT","BnT","DnT"
"77","sim_parBatHGHerringGrid_Nov3_116","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.065,0.02,0.009,0.001,NA,0.001,0.1,0,0,0,0,0,0,0,0,0.045,0.133,0.012,0.046,0.034,18.665,9.003,1.631,0.082,1.37,0.067,2.617,0.123
"78","sim_parBatHGHerringGrid_Nov3_116","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.009,0.001,0,0,NA,0.009,0.13,1,1.2,8.5,123.1,78.3,0,0,0,0.003,0.015,-0.034,-0.008,0.006,89.678,59.835,5.702,0.066,5.817,0.068,7.159,0.079
"79","sim_parBatHGHerringGrid_Nov3_116","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.034,0.011,0.005,0,NA,0.005,0.12,0,0,0,0,0,0,0,0,0.009,0.041,0.052,0.04,0.045,9.022,5.53,0.592,0.065,0.489,0.053,1.05,0.114
"80","sim_parBatHGHerringGrid_Nov3_116","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.007,0.001,0,0,0,0.006,0.11,3,1.2,8.5,123.3,122.1,0,0,0,0.002,0.019,-0.004,0.017,0.015,117.366,74.369,7.924,0.068,7.676,0.067,10.826,0.091
"81","sim_parBatHGHerringGrid_Nov3_117","a1M1.64_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.066,0.02,0.009,0.001,NA,0,NA,0,0,0,0,0,0,0,0,0.046,0.135,0.012,0.046,0.034,18.665,9.003,1.631,0.082,1.37,0.067,2.656,0.125
"82","sim_parBatHGHerringGrid_Nov3_117","a1M1.64_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.006,0.001,0,0,NA,0.028,0.16,0,0,0,0,0,0,0,0,0.003,0.011,-0.034,-0.008,0.005,89.678,59.835,5.702,0.066,5.817,0.068,6.783,0.076
"83","sim_parBatHGHerringGrid_Nov3_117","a1M1.64_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.035,0.011,0.005,0,NA,0,NA,0,0,0,0,0,0,0,0,0.009,0.043,0.052,0.041,0.045,9.022,5.53,0.592,0.065,0.489,0.053,1.071,0.116
"84","sim_parBatHGHerringGrid_Nov3_117","a1M1.64_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.007,0,0,0,0.04,0.02,0.15,0,0,0,0,0,0,0,0,0.001,0.016,-0.004,0.017,0.014,117.366,74.369,7.924,0.068,7.676,0.067,10.511,0.089
"85","sim_parBatHGHerringGrid_Nov3_118","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.065,0.02,0.009,0.001,NA,0.001,0.1,0,0,0,0,0,0,0,0,0.045,0.133,0.012,0.046,0.034,18.665,9.003,1.631,0.082,1.37,0.067,2.617,0.123
"86","sim_parBatHGHerringGrid_Nov3_118","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.007,0.001,0,0,NA,0.027,0.17,1,1.2,8.5,123.1,85,0,0,0,0.003,0.013,-0.034,-0.008,0.005,89.678,59.835,5.702,0.066,5.817,0.068,6.863,0.076
"87","sim_parBatHGHerringGrid_Nov3_118","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.034,0.011,0.005,0,NA,0.005,0.12,0,0,0,0,0,0,0,0,0.009,0.041,0.052,0.04,0.045,9.022,5.53,0.592,0.065,0.489,0.053,1.05,0.114
"88","sim_parBatHGHerringGrid_Nov3_118","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.007,0,0,0,0.02,0.023,0.16,3,1.2,8.5,123.3,122.6,0,0,0,0.002,0.017,-0.004,0.017,0.014,117.366,74.369,7.924,0.068,7.676,0.067,10.53,0.089
"89","sim_parBatHGHerringGrid_Nov3_119","a1M1.64_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.065,0.02,0.009,0.001,NA,0.003,0.11,1,1,7.3,104.5,24.8,0,0,0,0.045,0.133,0.012,0.045,0.034,18.665,9.003,1.631,0.082,1.37,0.067,2.626,0.124
"90","sim_parBatHGHerringGrid_Nov3_119","a1M1.64_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.009,0.001,0,0,NA,0.026,0.13,1,3.3,23.6,340.1,83.2,0,0,0,0.003,0.015,-0.034,-0.008,0.006,89.678,59.835,5.702,0.066,5.817,0.068,7.162,0.079
"91","sim_parBatHGHerringGrid_Nov3_119","a1M1.64_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.033,0.011,0.005,0,NA,0.017,0.12,0,0,0,0,0,0,0,0,0.009,0.042,0.052,0.04,0.045,9.022,5.53,0.592,0.065,0.489,0.053,1.054,0.115
"92","sim_parBatHGHerringGrid_Nov3_119","a1M1.64_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.007,0.001,0,0,0,0.016,0.12,5,1.7,12.3,178.8,129.3,0,0,0,0.002,0.019,-0.004,0.017,0.015,117.366,74.369,7.924,0.068,7.676,0.067,10.842,0.091
"93","sim_parBatHGHerringGrid_Nov3_12","a1M1.64_sr0.67_identM_rw15_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.12,0.021,0.01,0.001,NA,0,NA,0,0,0,0,0,0,0,0,0.009,0.107,0.028,0.041,0.039,11.95,8.285,1.618,0.133,1.387,0.115,2.658,0.216
"94","sim_parBatHGHerringGrid_Nov3_12","a1M1.64_sr0.67_identM_rw15_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.043,0.002,0.001,0,NA,0.036,0.22,0,0,0,0,0,1,516.8,109.4,0,0.011,-0.008,0.027,0.028,63.005,56.902,6.935,0.111,6.644,0.107,10.437,0.166
"95","sim_parBatHGHerringGrid_Nov3_12","a1M1.64_sr0.67_identM_rw15_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.111,0.027,0.011,0,NA,0,NA,0,0,0,0,0,0,0,0,0.004,0.077,0.05,0.042,0.06,6.775,5.08,0.867,0.125,0.735,0.105,1.509,0.222
"96","sim_parBatHGHerringGrid_Nov3_12","a1M1.64_sr0.67_identM_rw15_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.029,0.002,0,0,0.06,0.033,0.18,0,0,0,0,0,1,516.8,109.4,0,0.009,0.013,0.031,0.035,81.731,70.267,9.419,0.116,8.765,0.107,14.605,0.178
"97","sim_parBatHGHerringGrid_Nov3_120","a1M1.64_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.066,0.02,0.009,0.001,NA,0,NA,0,0,0,0,0,0,0,0,0.046,0.135,0.012,0.046,0.034,18.665,9.003,1.631,0.082,1.37,0.067,2.656,0.125
"98","sim_parBatHGHerringGrid_Nov3_120","a1M1.64_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.01,0.001,0.001,0,NA,0,NA,0,0,0,0,0,0,0,0,0.003,0.015,-0.034,-0.008,0.006,89.678,59.835,5.702,0.066,5.817,0.068,7.338,0.081
"99","sim_parBatHGHerringGrid_Nov3_120","a1M1.64_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.035,0.011,0.005,0,NA,0,NA,0,0,0,0,0,0,0,0,0.009,0.043,0.052,0.041,0.045,9.022,5.53,0.592,0.065,0.489,0.053,1.071,0.116
"100","sim_parBatHGHerringGrid_Nov3_120","a1M1.64_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.008,0.001,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.003,0.02,-0.003,0.018,0.017,117.366,74.369,7.924,0.068,7.676,0.067,11.066,0.093
"101","sim_parBatHGHerringGrid_Nov3_121","a1Mmean_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.913,0.699,0.568,0.249,NA,0,NA,3,1,7.3,105.5,129.1,0,0,0,0.043,0.225,0.115,0.092,0.058,3.838,8.324,2.177,0.557,1.776,0.459,3.485,0.901
"102","sim_parBatHGHerringGrid_Nov3_121","a1Mmean_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.923,0.706,0.565,0.205,NA,0.013,0.12,5,6.3,46,666.4,131.8,0,0,0,0.003,0.073,0.107,0.091,0.051,17.925,52.423,8.848,0.499,7.778,0.439,15.199,0.851
"103","sim_parBatHGHerringGrid_Nov3_121","a1Mmean_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.945,0.783,0.685,0.313,NA,0.011,0.11,3,1,7.3,105.9,133.1,0,0,0,0.025,0.179,0.103,0.078,0.059,1.903,5.009,1.197,0.63,0.956,0.498,2.053,1.084
"104","sim_parBatHGHerringGrid_Nov3_121","a1Mmean_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.962,0.792,0.638,0.199,0,0.001,0.1,9,4.3,30.9,449.3,113.8,0,0,0,0.003,0.066,0.111,0.084,0.05,23.666,65.757,12.222,0.518,10.51,0.448,20.736,0.879
"105","sim_parBatHGHerringGrid_Nov3_122","a1Mmean_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.915,0.703,0.57,0.251,NA,0,NA,0,0,0,0,0,0,0,0,0.044,0.227,0.116,0.093,0.059,3.838,8.324,2.177,0.557,1.776,0.459,3.503,0.905
"106","sim_parBatHGHerringGrid_Nov3_122","a1Mmean_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.92,0.673,0.526,0.175,NA,0.091,0.18,0,0,0,0,0,3,1517.3,144.5,0.001,0.056,0.107,0.08,0.046,17.925,52.423,8.848,0.499,7.778,0.439,14.284,0.801
"107","sim_parBatHGHerringGrid_Nov3_122","a1Mmean_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.945,0.785,0.689,0.323,NA,0,NA,0,0,0,0,0,0,0,0,0.025,0.186,0.106,0.08,0.059,1.903,5.009,1.197,0.63,0.956,0.498,2.075,1.096
"108","sim_parBatHGHerringGrid_Nov3_122","a1Mmean_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.963,0.776,0.611,0.173,0.17,0.068,0.15,0,0,0,0,0,3,1517.3,144.5,0.001,0.049,0.109,0.075,0.046,23.666,65.757,12.222,0.518,10.51,0.448,19.863,0.843
"109","sim_parBatHGHerringGrid_Nov3_123","a1Mmean_sr0.8_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.913,0.699,0.568,0.249,NA,0,NA,3,1,7.3,105.5,129.1,0,0,0,0.043,0.225,0.115,0.092,0.058,3.838,8.324,2.177,0.557,1.776,0.459,3.485,0.901
"110","sim_parBatHGHerringGrid_Nov3_123","a1Mmean_sr0.8_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.921,0.687,0.541,0.181,NA,0.095,0.18,5,6.3,45.8,664.1,130.6,1,1381,150.2,0.001,0.061,0.107,0.085,0.049,17.925,52.423,8.848,0.499,7.778,0.439,14.589,0.818
"111","sim_parBatHGHerringGrid_Nov3_123","a1Mmean_sr0.8_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.945,0.783,0.685,0.313,NA,0.011,0.11,3,1,7.3,105.9,133.1,0,0,0,0.025,0.179,0.103,0.078,0.059,1.903,5.009,1.197,0.63,0.956,0.498,2.053,1.084
"112","sim_parBatHGHerringGrid_Nov3_123","a1Mmean_sr0.8_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.962,0.778,0.62,0.179,0.1,0.075,0.16,9,4.2,30.6,443.6,114.6,1,1381,150.2,0.001,0.052,0.109,0.077,0.047,23.666,65.757,12.222,0.518,10.51,0.448,20.126,0.854
"113","sim_parBatHGHerringGrid_Nov3_124","a1Mmean_sr0.8_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.914,0.703,0.569,0.251,NA,0,NA,5,1,7.3,105.6,120.2,0,0,0,0.044,0.227,0.116,0.093,0.059,3.838,8.324,2.177,0.557,1.776,0.459,3.5,0.904
"114","sim_parBatHGHerringGrid_Nov3_124","a1Mmean_sr0.8_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.924,0.709,0.571,0.211,NA,0.027,0.11,5,7.6,55,798.4,123.7,0,0,0,0.003,0.073,0.107,0.093,0.053,17.925,52.423,8.848,0.499,7.778,0.439,15.357,0.86
"115","sim_parBatHGHerringGrid_Nov3_124","a1Mmean_sr0.8_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.945,0.785,0.689,0.321,NA,0.027,0.11,4.5,1,7.3,106.1,116.7,0,0,0,0.025,0.185,0.106,0.08,0.059,1.903,5.009,1.197,0.63,0.956,0.498,2.072,1.094
"116","sim_parBatHGHerringGrid_Nov3_124","a1Mmean_sr0.8_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.963,0.799,0.645,0.207,0,0.003,0.12,11,5,36.4,530.1,103,0,0,0,0.003,0.067,0.111,0.085,0.05,23.666,65.757,12.222,0.518,10.51,0.448,20.928,0.887
"117","sim_parBatHGHerringGrid_Nov3_125","a1Mmean_sr0.8_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.915,0.703,0.57,0.251,NA,0,NA,0,0,0,0,0,0,0,0,0.044,0.227,0.116,0.093,0.059,3.838,8.324,2.177,0.557,1.776,0.459,3.503,0.905
"118","sim_parBatHGHerringGrid_Nov3_125","a1Mmean_sr0.8_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.924,0.71,0.572,0.211,NA,0,NA,0,0,0,0,0,0,0,0,0.003,0.075,0.107,0.093,0.053,17.925,52.423,8.848,0.499,7.778,0.439,15.392,0.862
"119","sim_parBatHGHerringGrid_Nov3_125","a1Mmean_sr0.8_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.945,0.785,0.689,0.323,NA,0,NA,0,0,0,0,0,0,0,0,0.025,0.186,0.106,0.08,0.059,1.903,5.009,1.197,0.63,0.956,0.498,2.075,1.096
"120","sim_parBatHGHerringGrid_Nov3_125","a1Mmean_sr0.8_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.963,0.799,0.645,0.207,0,0,NA,0,0,0,0,0,0,0,0,0.003,0.069,0.111,0.085,0.051,23.666,65.757,12.222,0.518,10.51,0.448,20.971,0.889
"121","sim_parBatHGHerringGrid_Nov3_126","a1M1.25_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.663,0.321,0.222,0.054,NA,0.001,0.1,3,1,7.3,105.4,133.6,0,0,0,0.029,0.202,0.118,0.083,0.051,6.29,8.232,1.917,0.297,1.551,0.243,3.312,0.527
"122","sim_parBatHGHerringGrid_Nov3_126","a1M1.25_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.604,0.246,0.155,0.027,NA,0.012,0.11,4.5,6.1,44.5,646.5,129.6,0,0,0,0.005,0.073,0.098,0.093,0.054,32.861,53.444,8.461,0.256,7.395,0.228,14.984,0.459
"123","sim_parBatHGHerringGrid_Nov3_126","a1M1.25_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.673,0.309,0.204,0.044,NA,0.008,0.11,3,1,7.3,105.9,108.2,0,0,0,0.025,0.199,0.101,0.077,0.057,3.753,4.858,1.114,0.293,0.88,0.233,2.001,0.538
"124","sim_parBatHGHerringGrid_Nov3_126","a1M1.25_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.693,0.25,0.134,0.018,0,0.002,0.1,8,4.2,30.4,442,108.7,0,0,0,0.003,0.062,0.112,0.086,0.054,42.903,66.534,11.492,0.267,9.826,0.232,20.297,0.473
"125","sim_parBatHGHerringGrid_Nov3_127","a1M1.25_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.667,0.327,0.227,0.055,NA,0,NA,0,0,0,0,0,0,0,0,0.029,0.205,0.118,0.084,0.051,6.29,8.232,1.917,0.297,1.551,0.243,3.332,0.53
"126","sim_parBatHGHerringGrid_Nov3_127","a1M1.25_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.57,0.209,0.125,0.021,NA,0.083,0.18,0,0,0,0,0,3,1290.6,142.8,0.003,0.059,0.097,0.085,0.05,32.861,53.444,8.461,0.256,7.395,0.228,13.982,0.429
"127","sim_parBatHGHerringGrid_Nov3_127","a1M1.25_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.677,0.315,0.209,0.044,NA,0,NA,0,0,0,0,0,0,0,0,0.027,0.203,0.102,0.08,0.057,3.753,4.858,1.114,0.293,0.88,0.233,2.028,0.545
"128","sim_parBatHGHerringGrid_Nov3_127","a1M1.25_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.667,0.221,0.111,0.013,0.16,0.064,0.17,0,0,0,0,0,3,1290.6,142.8,0.001,0.044,0.106,0.078,0.051,42.903,66.534,11.492,0.267,9.826,0.232,19.341,0.451
"129","sim_parBatHGHerringGrid_Nov3_128","a1M1.25_sr0.8_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.663,0.321,0.222,0.054,NA,0.001,0.1,3,1,7.3,105.4,133.6,0,0,0,0.029,0.202,0.118,0.083,0.051,6.29,8.232,1.917,0.297,1.551,0.243,3.312,0.527
"130","sim_parBatHGHerringGrid_Nov3_128","a1M1.25_sr0.8_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.585,0.219,0.136,0.021,NA,0.086,0.18,4,6.1,44.4,644.1,128.4,1,1177.9,137.4,0.004,0.063,0.098,0.087,0.05,32.861,53.444,8.461,0.256,7.395,0.228,14.28,0.438
"131","sim_parBatHGHerringGrid_Nov3_128","a1M1.25_sr0.8_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.673,0.309,0.204,0.044,NA,0.008,0.11,3,1,7.3,105.9,108.2,0,0,0,0.025,0.199,0.101,0.077,0.057,3.753,4.858,1.114,0.293,0.88,0.233,2.001,0.538
"132","sim_parBatHGHerringGrid_Nov3_128","a1M1.25_sr0.8_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.677,0.226,0.118,0.014,0.09,0.07,0.17,8,4.2,30.3,438.9,111.5,1,1177.9,137.4,0.001,0.047,0.108,0.082,0.052,42.903,66.534,11.492,0.267,9.826,0.232,19.594,0.457
"133","sim_parBatHGHerringGrid_Nov3_129","a1M1.25_sr0.8_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.667,0.326,0.225,0.055,NA,0.001,0.1,5,1,7.3,105.6,120.1,0,0,0,0.029,0.205,0.118,0.083,0.051,6.29,8.232,1.917,0.297,1.551,0.243,3.325,0.529
"134","sim_parBatHGHerringGrid_Nov3_129","a1M1.25_sr0.8_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.611,0.249,0.16,0.028,NA,0.026,0.11,5,7.6,55.4,801,117.4,0,0,0,0.005,0.077,0.098,0.093,0.054,32.861,53.444,8.461,0.256,7.395,0.228,15.13,0.463
"135","sim_parBatHGHerringGrid_Nov3_129","a1M1.25_sr0.8_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.676,0.313,0.207,0.044,NA,0.025,0.12,4,1,7.3,106.1,119,0,0,0,0.027,0.203,0.102,0.08,0.057,3.753,4.858,1.114,0.293,0.88,0.233,2.021,0.543
"136","sim_parBatHGHerringGrid_Nov3_129","a1M1.25_sr0.8_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.698,0.259,0.141,0.019,0,0.006,0.1,10,5,36.2,527.1,98,0,0,0,0.003,0.063,0.114,0.088,0.054,42.903,66.534,11.492,0.267,9.826,0.232,20.476,0.478
"137","sim_parBatHGHerringGrid_Nov3_13","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.117,0.021,0.01,0.001,NA,0.002,0.1,1,1,7.3,104.7,100.3,0,0,0,0.009,0.103,0.028,0.041,0.038,11.95,8.285,1.618,0.133,1.387,0.115,2.639,0.214
"138","sim_parBatHGHerringGrid_Nov3_13","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.047,0.002,0.001,0,NA,0.039,0.2,1,4.1,30,432.3,132.4,0,0,0,0,0.011,-0.008,0.027,0.028,63.005,56.902,6.935,0.111,6.644,0.107,10.583,0.169
"139","sim_parBatHGHerringGrid_Nov3_13","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.107,0.025,0.011,0,NA,0.012,0.11,1,1,7.3,104.9,100,0,0,0,0.004,0.073,0.049,0.041,0.059,6.775,5.08,0.867,0.125,0.735,0.105,1.487,0.219
"140","sim_parBatHGHerringGrid_Nov3_13","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.029,0.002,0,0,0.03,0.034,0.18,4,2.4,17.4,251.1,149,0,0,0,0,0.009,0.014,0.034,0.035,81.731,70.267,9.419,0.116,8.765,0.107,14.709,0.18
"141","sim_parBatHGHerringGrid_Nov3_130","a1M1.25_sr0.8_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.667,0.327,0.227,0.055,NA,0,NA,0,0,0,0,0,0,0,0,0.029,0.205,0.118,0.084,0.051,6.29,8.232,1.917,0.297,1.551,0.243,3.332,0.53
"142","sim_parBatHGHerringGrid_Nov3_130","a1M1.25_sr0.8_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.614,0.249,0.161,0.028,NA,0,NA,0,0,0,0,0,0,0,0,0.005,0.077,0.099,0.094,0.055,32.861,53.444,8.461,0.256,7.395,0.228,15.201,0.465
"143","sim_parBatHGHerringGrid_Nov3_130","a1M1.25_sr0.8_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.677,0.315,0.209,0.044,NA,0,NA,0,0,0,0,0,0,0,0,0.027,0.203,0.102,0.08,0.057,3.753,4.858,1.114,0.293,0.88,0.233,2.028,0.545
"144","sim_parBatHGHerringGrid_Nov3_130","a1M1.25_sr0.8_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.699,0.26,0.141,0.019,0,0,NA,0,0,0,0,0,0,0,0,0.003,0.065,0.115,0.088,0.054,42.903,66.534,11.492,0.267,9.826,0.232,20.56,0.48
"145","sim_parBatHGHerringGrid_Nov3_131","a1M1.64_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.333,0.113,0.065,0.006,NA,0.001,0.12,3,1,7.3,105.4,122.7,0,0,0,0.045,0.216,0.115,0.087,0.068,10.276,8.365,1.895,0.181,1.532,0.145,3.414,0.332
"146","sim_parBatHGHerringGrid_Nov3_131","a1M1.64_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.229,0.045,0.028,0.001,NA,0.015,0.12,4,6.2,44.7,650.5,138.3,0,0,0,0.003,0.05,0.075,0.093,0.056,51.665,53.419,7.177,0.141,6.551,0.129,14.263,0.274
"147","sim_parBatHGHerringGrid_Nov3_131","a1M1.64_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.315,0.071,0.034,0.007,NA,0.012,0.11,2,1,7.3,105.8,126,0,0,0,0.012,0.168,0.103,0.089,0.061,5.602,4.86,0.936,0.165,0.747,0.131,1.842,0.332
"148","sim_parBatHGHerringGrid_Nov3_131","a1M1.64_sr0.8_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.245,0.033,0.021,0,0,0.004,0.11,8,4,28.8,417.4,119.1,0,0,0,0.003,0.045,0.102,0.088,0.057,67.544,66.644,10.008,0.149,8.83,0.132,19.52,0.288
"149","sim_parBatHGHerringGrid_Nov3_132","a1M1.64_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.334,0.114,0.066,0.006,NA,0,NA,0,0,0,0,0,0,0,0,0.045,0.218,0.117,0.088,0.068,10.276,8.365,1.895,0.181,1.532,0.145,3.437,0.334
"150","sim_parBatHGHerringGrid_Nov3_132","a1M1.64_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.201,0.035,0.021,0.001,NA,0.073,0.19,0,0,0,0,0,2,1119.9,146.8,0.003,0.037,0.067,0.088,0.051,51.665,53.419,7.177,0.141,6.551,0.129,13.318,0.257
"151","sim_parBatHGHerringGrid_Nov3_132","a1M1.64_sr0.8_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.321,0.073,0.034,0.007,NA,0,NA,0,0,0,0,0,0,0,0,0.013,0.174,0.103,0.089,0.062,5.602,4.86,0.936,0.165,0.747,0.131,1.869,0.337
